0.000480000,-0.000023000,0.796553000,0.001059000,0.016020000,0.018009000,0.999709000,-0.119781000,0.045812000,0.051567000,0.283111000,-0.137652000,-0.030908000,-0.078973000,-0.066817000,-0.237199000,0.264636000,-0.167496000,0.033785000,0.021512000,0.003775000,-0.017551000,-0.028931000,1.667765000,-0.055076000,1.405656000,0.068494000,0.181915000,0.018075000,0.048623000,-1.620647000,-0.084940000,1.499361000,0.098212000,0.173991000,-0.290950000
0.000403000,0.000169000,0.796546000,-0.000736000,0.019395000,0.017968000,0.999650000,-0.125687000,0.050716000,0.052802000,0.278131000,-0.136789000,-0.032841000,-0.081994000,-0.066408000,-0.246504000,0.258018000,-0.167346000,0.036370000,0.022914000,0.007216000,-0.024379000,-0.061334000,1.667561000,-0.064961000,1.322736000,0.097362000,0.274557000,0.005829000,0.113534000,-1.598750000,-0.117309000,1.444264000,0.132666000,0.213831000,-0.327679000
0.000305000,0.000311000,0.796550000,-0.001970000,0.021897000,0.018067000,0.999595000,-0.130957000,0.053144000,0.052262000,0.277008000,-0.136137000,-0.032971000,-0.086507000,-0.064645000,-0.248134000,0.256811000,-0.166841000,0.036816000,0.023590000,0.009973000,-0.029050000,-0.082501000,1.664785000,-0.066958000,1.277111000,0.123901000,0.326671000,-0.002411000,0.172236000,-1.591414000,-0.150300000,1.406885000,0.154509000,0.239329000,-0.340656000
0.000170000,0.000431000,0.796549000,-0.002839000,0.023772000,0.018291000,0.999546000,-0.135165000,0.054556000,0.051461000,0.276609000,-0.135700000,-0.032814000,-0.090427000,-0.063314000,-0.248966000,0.256767000,-0.166667000,0.036924000,0.024063000,0.012106000,-0.032328000,-0.096360000,1.662712000,-0.063390000,1.253625000,0.147749000,0.354007000,-0.008053000,0.223536000,-1.589243000,-0.185221000,1.380236000,0.167266000,0.255814000,-0.345912000
0.000013000,0.000532000,0.796545000,-0.003463000,0.025180000,0.018604000,0.999504000,-0.138478000,0.055419000,0.050601000,0.276349000,-0.135275000,-0.032646000,-0.093482000,-0.062435000,-0.249786000,0.256887000,-0.166608000,0.036951000,0.024365000,0.013746000,-0.034686000,-0.105965000,1.661520000,-0.056089000,1.241775000,0.169085000,0.368153000,-0.011530000,0.268423000,-1.588433000,-0.222014000,1.360630000,0.173265000,0.266902000,-0.349245000
-0.000147000,0.000619000,0.796544000,-0.003920000,0.026267000,0.018926000,0.999468000,-0.141089000,0.055952000,0.049781000,0.276078000,-0.134830000,-0.032505000,-0.095822000,-0.061850000,-0.250567000,0.256914000,-0.166583000,0.036923000,0.024475000,0.014995000,-0.036414000,-0.112770000,1.660750000,-0.046349000,1.236039000,0.188378000,0.375473000,-0.013447000,0.308074000,-1.587634000,-0.260091000,1.345141000,0.173537000,0.275204000,-0.352253000
-0.000294000,0.000699000,0.796545000,-0.004256000,0.027109000,0.019195000,0.999439000,-0.143087000,0.056282000,0.049122000,0.275735000,-0.134382000,-0.032374000,-0.097590000,-0.061451000,-0.251215000,0.256807000,-0.166572000,0.036804000,0.024396000,0.015937000,-0.037713000,-0.117128000,1.659460000,-0.034857000,1.233964000,0.205798000,0.378784000,-0.013681000,0.343137000,-1.586562000,-0.299170000,1.331507000,0.168727000,0.282477000,-0.354650000
-0.000421000,0.000776000,0.796548000,-0.004496000,0.027745000,0.019390000,0.999417000,-0.144566000,0.056459000,0.048659000,0.275380000,-0.133978000,-0.032243000,-0.098954000,-0.061205000,-0.251678000,0.256736000,-0.166563000,0.036589000,0.024168000,0.016637000,-0.038713000,-0.115295000,1.649259000,-0.020474000,1.239588000,0.218985000,0.375968000,-0.002475000,0.373878000,-1.588295000,-0.338780000,1.318054000,0.158956000,0.291149000,-0.353016000
-0.000526000,0.000848000,0.796547000,-0.004650000,0.028183000,0.019490000,0.999402000,-0.145580000,0.056522000,0.048431000,0.275113000,-0.133692000,-0.032150000,-0.100011000,-0.061084000,-0.251917000,0.256857000,-0.166641000,0.036316000,0.023834000,0.017154000,-0.039499000,-0.112914000,1.646232000,-0.006154000,1.242423000,0.231964000,0.373983000,0.002407000,0.401327000,-1.585959000,-0.379303000,1.304019000,0.144525000,0.298492000,-0.352555000
-0.000600000,0.000903000,0.796540000,-0.004737000,0.028452000,0.019487000,0.999394000,-0.146183000,0.056555000,0.048428000,0.274976000,-0.133570000,-0.032109000,-0.100828000,-0.061023000,-0.251910000,0.257187000,-0.166832000,0.036024000,0.023485000,0.017534000,-0.040123000,-0.110335000,1.644965000,0.008369000,1.243789000,0.244375000,0.373647000,0.005555000,0.425874000,-1.581249000,-0.420805000,1.288686000,0.125238000,0.305677000,-0.351586000
